assertion_id,entity_type,entity_name,office,source_record_id,asserted_fact,claimed_reference_date,claimed_status,claimed_party,source_urls_raw,document_identifier,publisher,publication_date_raw,source_retrieval_date,audit_import_date,locator,support_kind,source_access_status,temporal_limit,conflict_or_limit
LEG-bada6905fc7f,person,Aldo Rebelo,Ministério da Defesa,dilma_rousseff:1:30,Contemporaneous reform roster explicitly identifies party or no affiliation.,2015-10-02,PARTY,PCdoB,https://www.jb.com.br/pais/noticias/2015/10/02/veja-como-ficou-a-composicao-do-novo-ministerio-de-dilma-por-partidos.html,,not_normalized_in_prior_ledger,2015-10-02,,2026-09-10,Prior appointment_evidence.csv row source_record_id=dilma_rousseff:1:30,inherited_prior_audit_claim_not_new_verification,not_individually_retrieved_by_inventory_projection,Appointment-date claim only unless underlying assertion explicitly covers a longer interval; not a certified affiliation spell.,
LEG-9fb226a0f1d8,person,Patrus Ananias,Ministério do Desenvolvimento Agrário,dilma_rousseff:1:31,DIAP January 2015 ministerial directory explicitly reports individual party affiliation.,2015-01-01,PARTY,PT,https://www.diap.org.br/index.php/publicacoes?catid=61&id=878&m=0&task=download.send,,not_normalized_in_prior_ledger,2015-01,,2026-09-10,Prior appointment_evidence.csv row source_record_id=dilma_rousseff:1:31,inherited_prior_audit_claim_not_new_verification,not_individually_retrieved_by_inventory_projection,Appointment-date claim only unless underlying assertion explicitly covers a longer interval; not a certified affiliation spell.,
LEG-4e35512833d0,person,Maria Fernanda Ramos Coelho,Ministério do Desenvolvimento Agrário,dilma_rousseff:1:32,Explicit earlier PT membership is documented; the bounded search did not establish continuity to April2016. Raw blank must not be treated as verified no-party.,2016-04-14,UNRESOLVED,,"https://www1.folha.uol.com.br/fsp/brasil/fc2410200702.htm | https://www.correiobraziliense.com.br/app/noticia/economia/2011/03/25/internas_economia,244489/para-acalmar-pt-e-pmdb-dilma-rousseff-muda-comando-da-caixa.shtml",,not_normalized_in_prior_ledger,2007-10-24 / 2011-03-25,,2026-09-10,Prior appointment_evidence.csv row source_record_id=dilma_rousseff:1:32,inherited_prior_audit_claim_not_new_verification,not_individually_retrieved_by_inventory_projection,Appointment-date claim only unless underlying assertion explicitly covers a longer interval; not a certified affiliation spell.,Diagnostic only: unresolved party is not an unaffiliated classification; do not use in production.
LEG-42ef15a41df1,person,Patrus Ananias,Ministério do Desenvolvimento Agrário,dilma_rousseff:1:33,Chamber historical mandate and leave records identify PT mandate and fresh ministerial leave on April 19.,2016-04-19,PARTY,PT,https://www.camara.leg.br/deputados/74160/biografia,,not_normalized_in_prior_ledger,2016-04-19,,2026-09-10,Prior appointment_evidence.csv row source_record_id=dilma_rousseff:1:33,inherited_prior_audit_claim_not_new_verification,not_individually_retrieved_by_inventory_projection,Appointment-date claim only unless underlying assertion explicitly covers a longer interval; not a certified affiliation spell.,
LEG-ba4b75fca9f5,person,Armando Monteiro,"Ministério do Desenvolvimento, Indústria e Comércio Exterior",dilma_rousseff:1:34,DIAP January 2015 ministerial directory explicitly reports individual party affiliation.,2015-01-01,PARTY,PTB,https://www.diap.org.br/index.php/publicacoes?catid=61&id=878&m=0&task=download.send,,not_normalized_in_prior_ledger,2015-01,,2026-09-10,Prior appointment_evidence.csv row source_record_id=dilma_rousseff:1:34,inherited_prior_audit_claim_not_new_verification,not_individually_retrieved_by_inventory_projection,Appointment-date claim only unless underlying assertion explicitly covers a longer interval; not a certified affiliation spell.,
LEG-af4dca441a45,person,Tereza Campello,Ministério do Desenvolvimento Social e Combate à Fome,dilma_rousseff:1:35,DIAP January 2015 ministerial directory explicitly reports individual party affiliation.,2015-01-01,PARTY,PT,https://www.diap.org.br/index.php/publicacoes?catid=61&id=878&m=0&task=download.send,,not_normalized_in_prior_ledger,2015-01,,2026-09-10,Prior appointment_evidence.csv row source_record_id=dilma_rousseff:1:35,inherited_prior_audit_claim_not_new_verification,not_individually_retrieved_by_inventory_projection,Appointment-date claim only unless underlying assertion explicitly covers a longer interval; not a certified affiliation spell.,
LEG-d13b06a2d6ea,person,Ideli Salvatti,Secretaria de Direitos Humanos,dilma_rousseff:1:36,DIAP January 2015 ministerial directory explicitly reports individual party affiliation.,2015-01-01,PARTY,PT,https://www.diap.org.br/index.php/publicacoes?catid=61&id=878&m=0&task=download.send,,not_normalized_in_prior_ledger,2015-01,,2026-09-10,Prior appointment_evidence.csv row source_record_id=dilma_rousseff:1:36,inherited_prior_audit_claim_not_new_verification,not_individually_retrieved_by_inventory_projection,Appointment-date claim only unless underlying assertion explicitly covers a longer interval; not a certified affiliation spell.,
LEG-b81907f65c5f,person,Pepe Vargas,Secretaria de Direitos Humanos,dilma_rousseff:1:37,Government appointment biography reports PT membership since 1981.,2015-04-16,PARTY,PT,https://www.gov.br/mdh/pt-br/sdh/noticias/2015/abril/pepe-vargas-assume-secretaria-de-direitos-humanos,,not_normalized_in_prior_ledger,2015-04-16,,2026-09-10,Prior appointment_evidence.csv row source_record_id=dilma_rousseff:1:37,inherited_prior_audit_claim_not_new_verification,not_individually_retrieved_by_inventory_projection,Appointment-date claim only unless underlying assertion explicitly covers a longer interval; not a certified affiliation spell.,
LEG-bcc69be0973d,person,Nilma Lino Gomes,Secretaria de Direitos Humanos,dilma_rousseff:1:38,Contemporaneous reform roster explicitly identifies party or no affiliation.,2015-10-02,UNAFFILIATED,,https://www.jb.com.br/pais/noticias/2015/10/02/veja-como-ficou-a-composicao-do-novo-ministerio-de-dilma-por-partidos.html,,not_normalized_in_prior_ledger,2015-10-02,,2026-09-10,Prior appointment_evidence.csv row source_record_id=dilma_rousseff:1:38,inherited_prior_audit_claim_not_new_verification,not_individually_retrieved_by_inventory_projection,Appointment-date claim only unless underlying assertion explicitly covers a longer interval; not a certified affiliation spell.,
LEG-8702e7355c32,person,Cid Gomes,Ministério da Educação,dilma_rousseff:1:39,DIAP January 2015 ministerial directory explicitly reports individual party affiliation.,2015-01-01,PARTY,PROS,https://www.diap.org.br/index.php/publicacoes?catid=61&id=878&m=0&task=download.send,,not_normalized_in_prior_ledger,2015-01,,2026-09-10,Prior appointment_evidence.csv row source_record_id=dilma_rousseff:1:39,inherited_prior_audit_claim_not_new_verification,not_individually_retrieved_by_inventory_projection,Appointment-date claim only unless underlying assertion explicitly covers a longer interval; not a certified affiliation spell.,
LEG-165ae748c303,person,Marcelo Neri,Secretaria de Assuntos Estratégicos,dilma_rousseff:1:4,DIAP January 2015 ministerial directory explicitly reports individual party affiliation.,2015-01-01,UNAFFILIATED,,https://www.diap.org.br/index.php/publicacoes?catid=61&id=878&m=0&task=download.send,,not_normalized_in_prior_ledger,2015-01,,2026-09-10,Prior appointment_evidence.csv row source_record_id=dilma_rousseff:1:4,inherited_prior_audit_claim_not_new_verification,not_individually_retrieved_by_inventory_projection,Appointment-date claim only unless underlying assertion explicitly covers a longer interval; not a certified affiliation spell.,
LEG-71604753d832,person,Luiz Cláudio Costa,Ministério da Educação,dilma_rousseff:1:40,"Explicit PT membership in 2012 and party-event participation in May2015 suggest PT, but no direct evidence establishes uninterrupted formal membership at March2015 start. Raw blank is unsafe.",2015-03-18,UNRESOLVED,,https://educacao.uol.com.br/noticias/2012/02/07/luiz-claudio-costa-e-o-novo-presidente-do-inep.htm | https://pt.org.br/blog-secretarias/snai-realiza-encontro-nacional-de-gestores-petistas-nesta-terca-feira-26-em-brasilia/,,not_normalized_in_prior_ledger,2012-02-07 / 2015-05-26,,2026-09-10,Prior appointment_evidence.csv row source_record_id=dilma_rousseff:1:40,inherited_prior_audit_claim_not_new_verification,not_individually_retrieved_by_inventory_projection,Appointment-date claim only unless underlying assertion explicitly covers a longer interval; not a certified affiliation spell.,Diagnostic only: unresolved party is not an unaffiliated classification; do not use in production.
LEG-5819c21b71da,person,Renato Janine Ribeiro,Ministério da Educação,dilma_rousseff:1:41,In contemporaneous interview minister says he has never belonged to any party; applies backward to April appointment.,2015-04-06,UNAFFILIATED,,https://brasil.elpais.com/brasil/2015/06/15/politica/1434388809_231783.html,,not_normalized_in_prior_ledger,2015-06-15,,2026-09-10,Prior appointment_evidence.csv row source_record_id=dilma_rousseff:1:41,inherited_prior_audit_claim_not_new_verification,not_individually_retrieved_by_inventory_projection,Appointment-date claim only unless underlying assertion explicitly covers a longer interval; not a certified affiliation spell.,
LEG-85841e849f8e,person,Aloizio Mercadante,Ministério da Educação,dilma_rousseff:1:42,Contemporaneous reform roster explicitly identifies party or no affiliation.,2015-10-02,PARTY,PT,https://www.jb.com.br/pais/noticias/2015/10/02/veja-como-ficou-a-composicao-do-novo-ministerio-de-dilma-por-partidos.html,,not_normalized_in_prior_ledger,2015-10-02,,2026-09-10,Prior appointment_evidence.csv row source_record_id=dilma_rousseff:1:42,inherited_prior_audit_claim_not_new_verification,not_individually_retrieved_by_inventory_projection,Appointment-date claim only unless underlying assertion explicitly covers a longer interval; not a certified affiliation spell.,
LEG-16d934587913,person,George Hilton,Ministério do Esporte,dilma_rousseff:1:43,DIAP January 2015 ministerial directory explicitly reports individual party affiliation.,2015-01-01,PARTY,PRB,https://www.diap.org.br/index.php/publicacoes?catid=61&id=878&m=0&task=download.send,,not_normalized_in_prior_ledger,2015-01,,2026-09-10,Prior appointment_evidence.csv row source_record_id=dilma_rousseff:1:43,inherited_prior_audit_claim_not_new_verification,not_individually_retrieved_by_inventory_projection,Appointment-date claim only unless underlying assertion explicitly covers a longer interval; not a certified affiliation spell.,
LEG-548e8979a482,person,Ricardo Leyser,Ministério do Esporte,dilma_rousseff:1:44,Appointment-day Valor report explicitly identifies PCdoB affiliation.,2016-03-31,PARTY,PCdoB,https://economia.uol.com.br/noticias/valor-online/2016/03/31/saida-de-george-hilton-do-esporte-e-publicada-no-diario-oficial.htm,,not_normalized_in_prior_ledger,2016-03-31,,2026-09-10,Prior appointment_evidence.csv row source_record_id=dilma_rousseff:1:44,inherited_prior_audit_claim_not_new_verification,not_individually_retrieved_by_inventory_projection,Appointment-date claim only unless underlying assertion explicitly covers a longer interval; not a certified affiliation spell.,
LEG-2df1ae3ab2c1,person,Joaquim Levy,Ministério da Fazenda,dilma_rousseff:1:45,DIAP January 2015 ministerial directory explicitly reports individual party affiliation.,2015-01-01,UNAFFILIATED,,https://www.diap.org.br/index.php/publicacoes?catid=61&id=878&m=0&task=download.send,,not_normalized_in_prior_ledger,2015-01,,2026-09-10,Prior appointment_evidence.csv row source_record_id=dilma_rousseff:1:45,inherited_prior_audit_claim_not_new_verification,not_individually_retrieved_by_inventory_projection,Appointment-date claim only unless underlying assertion explicitly covers a longer interval; not a certified affiliation spell.,
LEG-e5f7ea3a676b,person,Nelson Barbosa,Ministério da Fazenda,dilma_rousseff:1:46,Appointment profile states never affiliated with PT; consistent explicit independent classification in January and October 2015 directories.,2015-12-18,UNAFFILIATED,,https://m.folha.uol.com.br/mercado/2015/12/1720985-conheca-o-novo-ministro-da-fazenda-nelson-barbosa.shtml,,not_normalized_in_prior_ledger,2015-12-18,,2026-09-10,Prior appointment_evidence.csv row source_record_id=dilma_rousseff:1:46,inherited_prior_audit_claim_not_new_verification,not_individually_retrieved_by_inventory_projection,Appointment-date claim only unless underlying assertion explicitly covers a longer interval; not a certified affiliation spell.,
LEG-3274ba9a4075,person,José Elito Carvalho Siqueira,Gabinete de Segurança Institucional,dilma_rousseff:1:47,DIAP January 2015 ministerial directory explicitly reports individual party affiliation.,2015-01-01,UNAFFILIATED,,https://www.diap.org.br/index.php/publicacoes?catid=61&id=878&m=0&task=download.send,,not_normalized_in_prior_ledger,2015-01,,2026-09-10,Prior appointment_evidence.csv row source_record_id=dilma_rousseff:1:47,inherited_prior_audit_claim_not_new_verification,not_individually_retrieved_by_inventory_projection,Appointment-date claim only unless underlying assertion explicitly covers a longer interval; not a certified affiliation spell.,
LEG-761e73bcf196,person,Nilma Lino Gomes,Secretaria de Políticas de Promoção da Igualdade Racial,dilma_rousseff:1:48,DIAP January 2015 ministerial directory explicitly reports individual party affiliation.,2015-01-01,UNAFFILIATED,,https://www.diap.org.br/index.php/publicacoes?catid=61&id=878&m=0&task=download.send,,not_normalized_in_prior_ledger,2015-01,,2026-09-10,Prior appointment_evidence.csv row source_record_id=dilma_rousseff:1:48,inherited_prior_audit_claim_not_new_verification,not_individually_retrieved_by_inventory_projection,Appointment-date claim only unless underlying assertion explicitly covers a longer interval; not a certified affiliation spell.,
LEG-3df9b9d5037a,person,Gilberto Occhi,Ministério da Integração Nacional,dilma_rousseff:1:49,DIAP January 2015 ministerial directory explicitly reports individual party affiliation.,2015-01-01,PARTY,PP,https://www.diap.org.br/index.php/publicacoes?catid=61&id=878&m=0&task=download.send,,not_normalized_in_prior_ledger,2015-01,,2026-09-10,Prior appointment_evidence.csv row source_record_id=dilma_rousseff:1:49,inherited_prior_audit_claim_not_new_verification,not_individually_retrieved_by_inventory_projection,Appointment-date claim only unless underlying assertion explicitly covers a longer interval; not a certified affiliation spell.,
LEG-7076a873efe6,person,Roberto Mangabeira Unger,Secretaria de Assuntos Estratégicos,dilma_rousseff:1:5,Appointment announcement explicitly identifies PMDB affiliation; November 2015 PDT entry is later.,2015-02-05,PARTY,PMDB,https://www.gazetadopovo.com.br/vida-publica/dilma-faz-a-primeira-troca-ministerial-do-segundo-mandato-ejjoezl52abzjdoyyx324m2q6/,,not_normalized_in_prior_ledger,2015-02-03,,2026-09-10,Prior appointment_evidence.csv row source_record_id=dilma_rousseff:1:5,inherited_prior_audit_claim_not_new_verification,not_individually_retrieved_by_inventory_projection,Appointment-date claim only unless underlying assertion explicitly covers a longer interval; not a certified affiliation spell.,
LEG-69449ca60500,person,Josélio de Andrade Moura,Ministério da Integração Nacional,dilma_rousseff:1:50,Bounded name/party/filiação and contemporary appointment searches did not locate dated formal affiliation or explicit absence evidence. Blank pinned field and technical career are insufficient.,2016-04-13,UNRESOLVED,,,,not_normalized_in_prior_ledger,,,2026-09-10,Prior appointment_evidence.csv row source_record_id=dilma_rousseff:1:50,inherited_prior_audit_claim_not_new_verification,not_individually_retrieved_by_inventory_projection,Appointment-date claim only unless underlying assertion explicitly covers a longer interval; not a certified affiliation spell.,Diagnostic only: unresolved party is not an unaffiliated classification; do not use in production.
