source_page_id,source_record_id,government_id,office,person,appointment_start,appointment_end,raw_party_field,previous_assignment,appointment_party,resolution_status,evidence_source,evidence_date,evidence_note,confidence,notes
dilma_rousseff,dilma_rousseff:1:76,dilma_2,Ministério do Turismo,Henrique Eduardo Alves,2015-04-16,2016-03-28,MDB,MDB,PMDB,PARTY,https://odia.ig.com.br/brasil/politica/2015-04-15/henrique-alves-e-confirmado-para-o-ministerio-do-turismo.html,2015-04-16,Appointment-day Reuters report identifies PMDB.,high,
dilma_rousseff,dilma_rousseff:1:37,dilma_2,Secretaria de Direitos Humanos,Pepe Vargas,2015-04-16,2015-10-02,PT,PT,PT,PARTY,https://www.gov.br/mdh/pt-br/sdh/noticias/2015/abril/pepe-vargas-assume-secretaria-de-direitos-humanos,2015-04-16,Government appointment biography reports PT membership since 1981.,high,
dilma_rousseff,dilma_rousseff:1:6,dilma_2,Secretaria de Assuntos Estratégicos,Vitor Pinto Chaves,2015-09-14,2015-10-02,—,,,UNRESOLVED,,,,low,
dilma_rousseff,dilma_rousseff:1:69,dilma_2,Ministério da Saúde,Marcelo Castro,2015-10-01,2016-05-12,MDB,MDB,PMDB,PARTY,https://www.jb.com.br/pais/noticias/2015/10/02/veja-como-ficou-a-composicao-do-novo-ministerio-de-dilma-por-partidos.html,2015-10-02,Contemporaneous reform roster identifies PMDB at appointment.,high,
dilma_rousseff,dilma_rousseff:1:13,dilma_2,Casa Civil,Jaques Wagner,2015-10-02,2016-03-16,PT,PT,PT,PARTY,https://www.jb.com.br/pais/noticias/2015/10/02/veja-como-ficou-a-composicao-do-novo-ministerio-de-dilma-por-partidos.html,2015-10-02,Contemporaneous reform roster explicitly identifies party or no affiliation.,high,
dilma_rousseff,dilma_rousseff:1:17,dilma_2,"Ministério da Ciência, Tecnologia e Inovação",Celso Pansera,2015-10-02,2016-04-14,MDB,MDB,PMDB,PARTY,https://www.jb.com.br/pais/noticias/2015/10/02/veja-como-ficou-a-composicao-do-novo-ministerio-de-dilma-por-partidos.html,2015-10-02,Contemporaneous reform roster explicitly identifies party or no affiliation.,high,
dilma_rousseff,dilma_rousseff:1:30,dilma_2,Ministério da Defesa,Aldo Rebelo,2015-10-02,2016-05-12,PCdoB,PCdoB,PCdoB,PARTY,https://www.jb.com.br/pais/noticias/2015/10/02/veja-como-ficou-a-composicao-do-novo-ministerio-de-dilma-por-partidos.html,2015-10-02,Contemporaneous reform roster explicitly identifies party or no affiliation.,high,
dilma_rousseff,dilma_rousseff:1:42,dilma_2,Ministério da Educação,Aloizio Mercadante,2015-10-02,2016-05-12,PT,PT,PT,PARTY,https://www.jb.com.br/pais/noticias/2015/10/02/veja-como-ficou-a-composicao-do-novo-ministerio-de-dilma-por-partidos.html,2015-10-02,Contemporaneous reform roster explicitly identifies party or no affiliation.,high,
dilma_rousseff,dilma_rousseff:1:24,dilma_2,Ministério das Comunicações,André Figueiredo,2015-10-02,2016-05-12,PDT,PDT,PDT,PARTY,https://www.jb.com.br/pais/noticias/2015/10/02/veja-como-ficou-a-composicao-do-novo-ministerio-de-dilma-por-partidos.html,2015-10-02,Contemporaneous reform roster explicitly identifies party or no affiliation.,high,
dilma_rousseff,dilma_rousseff:1:73,dilma_2,Ministério do Trabalho e Emprego,Miguel Rossetto,2015-10-02,2016-05-12,PT,PT,PT,PARTY,https://www.jb.com.br/pais/noticias/2015/10/02/veja-como-ficou-a-composicao-do-novo-ministerio-de-dilma-por-partidos.html,2015-10-02,Contemporaneous reform roster explicitly identifies party or no affiliation.,high,
dilma_rousseff,dilma_rousseff:1:63,dilma_2,Secretaria Nacional dos Portos,Helder Barbalho,2015-10-02,2016-04-20,MDB,MDB,PMDB,PARTY,https://www.jb.com.br/pais/noticias/2015/10/02/veja-como-ficou-a-composicao-do-novo-ministerio-de-dilma-por-partidos.html,2015-10-02,Contemporaneous reform roster explicitly identifies party or no affiliation.,high,
dilma_rousseff,dilma_rousseff:1:38,dilma_2,Secretaria de Direitos Humanos,Nilma Lino Gomes,2015-10-02,2016-05-12,—,,,UNAFFILIATED,https://www.jb.com.br/pais/noticias/2015/10/02/veja-como-ficou-a-composicao-do-novo-ministerio-de-dilma-por-partidos.html,2015-10-02,Contemporaneous reform roster explicitly identifies party or no affiliation.,high,
dilma_rousseff,dilma_rousseff:1:71,dilma_2,Secretaria-Geral da Presidência,Ricardo Berzoini,2015-10-02,2016-05-12,PT,PT,PT,PARTY,https://www.jb.com.br/pais/noticias/2015/10/02/veja-como-ficou-a-composicao-do-novo-ministerio-de-dilma-por-partidos.html,2015-10-02,Contemporaneous reform roster explicitly identifies party or no affiliation.,high,
dilma_rousseff,dilma_rousseff:1:8,dilma_2,Secretaria de Aviação Civil,Guilherme Walder Mora Ramalho,2015-12-07,2016-03-17,—,,,UNRESOLVED,,,,low,
dilma_rousseff,dilma_rousseff:1:46,dilma_2,Ministério da Fazenda,Nelson Barbosa,2015-12-18,2016-05-12,—,,,UNAFFILIATED,https://m.folha.uol.com.br/mercado/2015/12/1720985-conheca-o-novo-ministro-da-fazenda-nelson-barbosa.shtml,2015-12-18,Appointment profile states never affiliated with PT; consistent explicit independent classification in January and October 2015 directories.,medium,
dilma_rousseff,dilma_rousseff:1:26,dilma_2,Controladoria-Geral da União,Carlos Higino Ribeiro de Alencar,2015-12-21,2016-02-29,—,,,UNAFFILIATED,https://repositorio.cgu.gov.br/bitstream/1/34422/10/V8.n13_Importancia.pdf,2016-12,"Gomes, Revista da CGU 8(13), Table 3 p464 and historical membership index pp471-472 explicitly report no affiliation for the 2003-2016 period; direct study of official records, LAI and biographical data.",high,
dilma_rousseff,dilma_rousseff:1:60,dilma_2,"Ministério do Planejamento, Orçamento e Gestão",Valdir Moysés Simão,2015-12-21,2016-05-12,—,,,UNAFFILIATED,https://repositorio.cgu.gov.br/bitstream/1/34422/10/V8.n13_Importancia.pdf,2016-12,"Gomes, Revista da CGU 8(13), retrospective affiliation index for 2003-2016 p472 explicitly scores no party membership; complements initial 2015 directory.",medium,
dilma_rousseff,dilma_rousseff:1:27,dilma_2,Controladoria-Geral da União,Luiz Navarro de Britto,2016-02-29,2016-05-12,—,,,UNAFFILIATED,https://repositorio.cgu.gov.br/bitstream/1/34422/10/V8.n13_Importancia.pdf,2016-12,"Gomes, Revista da CGU 8(13), Table 3 p464 and historical membership index pp471-472 explicitly report no affiliation for the 2003-2016 period; direct study of official records, LAI and biographical data.",high,
dilma_rousseff,dilma_rousseff:1:2,dilma_2,Advocacia-Geral da União,José Eduardo Cardozo,2016-03-03,2016-05-12,PT,PT,PT,PARTY,https://exame.com/brasil/dilma-da-posse-aos-ministros-da-justica-da-agu-e-da-cgu/,2016-03-03,Agência Brasil appointment-day biography explicitly states PT affiliation since the 1980s.,high,
dilma_rousseff,dilma_rousseff:1:53,dilma_2,Ministério da Justiça,Eugênio Aragão,2016-03-14,2016-05-12,—,,,UNRESOLVED,,,,low,
dilma_rousseff,dilma_rousseff:1:9,dilma_2,Secretaria de Aviação Civil,Mauro Lopes,2016-03-17,2016-04-18,MDB,MDB,PMDB,PARTY,https://noticias.uol.com.br/ultimas-noticias/agencia-estado/2016/03/18/conselho-de-etica-do-pmdb-e-instalado-e-recebe-denuncia-contra-mauro-lopes.htm,2016-03-18,PMDB ethics case follows appointment on March 17; he was still a party member.,high,
dilma_rousseff,dilma_rousseff:1:15,dilma_2,Casa Civil,Eva Chiavon,2016-03-22,2016-05-12,PT,PT,PT,PARTY,https://www1.folha.uol.com.br/poder/2016/03/1753047-com-impasse-sobre-lula-dilma-da-bahia-assume-casa-civil.shtml,2016-03-22,Appointment-day profile identifies her as PT member.,high,
dilma_rousseff,dilma_rousseff:1:77,dilma_2,Ministério do Turismo,Alberto Alves,2016-03-28,2016-04-21,—,,,UNRESOLVED,,,,low,
dilma_rousseff,dilma_rousseff:1:44,dilma_2,Ministério do Esporte,Ricardo Leyser,2016-03-31,2016-05-12,PCdoB,PCdoB,PCdoB,PARTY,https://economia.uol.com.br/noticias/valor-online/2016/03/31/saida-de-george-hilton-do-esporte-e-publicada-no-diario-oficial.htm,2016-03-31,Appointment-day Valor report explicitly identifies PCdoB affiliation.,high,
dilma_rousseff,dilma_rousseff:1:50,dilma_2,Ministério da Integração Nacional,Josélio de Andrade Moura,2016-04-13,2016-05-12,—,,,UNRESOLVED,,,,low,
dilma_rousseff,dilma_rousseff:1:18,dilma_2,"Ministério da Ciência, Tecnologia e Inovação",Emília Maria Silva Ribeiro Curi,2016-04-14,2016-05-12,—,,,UNRESOLVED,,,,low,
dilma_rousseff,dilma_rousseff:1:32,dilma_2,Ministério do Desenvolvimento Agrário,Maria Fernanda Ramos Coelho,2016-04-14,2016-04-19,—,,,UNRESOLVED,,,,low,
dilma_rousseff,dilma_rousseff:1:20,dilma_2,Ministério das Cidades,Inês da Silva Magalhães,2016-04-15,2016-05-12,—,,,UNRESOLVED,,,,low,
dilma_rousseff,dilma_rousseff:1:10,dilma_2,Secretaria de Aviação Civil,Guilherme Walder Mora Ramalho,2016-04-18,2016-05-12,—,,,UNRESOLVED,,,,low,
dilma_rousseff,dilma_rousseff:1:33,dilma_2,Ministério do Desenvolvimento Agrário,Patrus Ananias,2016-04-19,2016-05-12,PT,PT,PT,PARTY,https://www.camara.leg.br/deputados/74160/biografia,2016-04-19,Chamber historical mandate and leave records identify PT mandate and fresh ministerial leave on April 19.,high,
dilma_rousseff,dilma_rousseff:1:57,dilma_2,Ministério de Minas e Energia,Marco Antônio Martins Almeida,2016-04-20,2016-05-12,—,,,UNRESOLVED,,,,low,
dilma_rousseff,dilma_rousseff:1:64,dilma_2,Secretaria Nacional dos Portos,Maurício Muniz Barreto de Carvalho,2016-04-20,2016-05-12,—,,,UNRESOLVED,,,,low,
dilma_rousseff,dilma_rousseff:1:78,dilma_2,Ministério do Turismo,Alessandro Teixeira,2016-04-21,2016-05-12,PT,PT,PT,PARTY,https://abrapch.org.br/2016/04/diario-oficial-da-uniao-traz-nomeacao-de-quatro-novos-ministros/,2016-04-22,Contemporaneous appointment report explicitly says affiliated to PT.,high,
michel_temer,michel_temer:0:1,temer,Advocacia-Geral da União,Fábio Medina Osório,2016-05-12,2016-09-09,,,,UNAFFILIATED,https://fpabramo.org.br/wp-content/uploads/2016/05/Boletim-mensal-analise-conjuntura-03-final.pdf,2016-05,Contemporaneous FPA May 2016 cabinet roster p11 explicitly identifies no party.,medium,
michel_temer,michel_temer:0:3,temer,"Agricultura, Pecuária e Abastecimento",Blairo Maggi,2016-05-12,2019-01-01,PP,PP,PP,PARTY,https://noticias.uol.com.br/ultimas-noticias/reuters/2016/05/12/saiba-mais-governo-temer-anuncia-ministros.htm,2016-05-12,Reuters appointment-day roster identifies party.,high,
michel_temer,michel_temer:0:5,temer,Casa Civil,Eliseu Padilha,2016-05-12,2019-01-01,MDB,MDB,PMDB,PARTY,https://noticias.uol.com.br/ultimas-noticias/reuters/2016/05/12/saiba-mais-governo-temer-anuncia-ministros.htm,2016-05-12,Reuters appointment-day roster identifies party.,high,
michel_temer,michel_temer:0:6,temer,Cidades,Bruno Araújo,2016-05-12,2017-11-13,PSDB,PSDB,PSDB,PARTY,https://noticias.uol.com.br/ultimas-noticias/reuters/2016/05/12/saiba-mais-governo-temer-anuncia-ministros.htm,2016-05-12,Reuters appointment-day roster identifies party.,high,
michel_temer,michel_temer:0:9,temer,"Ciência, Tecnologia, Inovações e Comunicações",Gilberto Kassab,2016-05-12,2019-01-01,PSD,PSD,PSD,PARTY,https://noticias.uol.com.br/ultimas-noticias/reuters/2016/05/12/saiba-mais-governo-temer-anuncia-ministros.htm,2016-05-12,Reuters appointment-day roster identifies party.,high,
michel_temer,michel_temer:0:22,temer,Defesa,Raul Jungmann,2016-05-12,2018-02-27,PPS,PPS,PPS,PARTY,https://noticias.uol.com.br/ultimas-noticias/reuters/2016/05/12/saiba-mais-governo-temer-anuncia-ministros.htm,2016-05-12,Reuters appointment-day roster identifies party.,high,
michel_temer,michel_temer:0:24,temer,Desenvolvimento Social e Agrário,Osmar Terra,2016-05-12,2018-04-06,MDB,MDB,PMDB,PARTY,https://noticias.uol.com.br/ultimas-noticias/reuters/2016/05/12/saiba-mais-governo-temer-anuncia-ministros.htm,2016-05-12,Reuters appointment-day roster identifies party.,high,
michel_temer,michel_temer:0:20,temer,Educação,Mendonça Filho,2016-05-12,2018-04-06,DEM,DEM,DEM,PARTY,https://noticias.uol.com.br/ultimas-noticias/reuters/2016/05/12/saiba-mais-governo-temer-anuncia-ministros.htm,2016-05-12,Reuters appointment-day roster identifies party.,high,
michel_temer,michel_temer:0:28,temer,Esporte,Leonardo Picciani,2016-05-12,2018-04-06,MDB,MDB,PMDB,PARTY,https://noticias.uol.com.br/ultimas-noticias/reuters/2016/05/12/saiba-mais-governo-temer-anuncia-ministros.htm,2016-05-12,Reuters appointment-day roster identifies party.,high,
michel_temer,michel_temer:0:30,temer,Fazenda e Previdência Social,Henrique Meirelles,2016-05-12,2018-04-06,MDB,MDB,PSD,PARTY,https://noticias.uol.com.br/ultimas-noticias/reuters/2016/05/12/saiba-mais-governo-temer-anuncia-ministros.htm,2016-05-12,Reuters appointment-day roster identifies party.,high,
michel_temer,michel_temer:0:16,temer,"Fiscalização, Transparência e Controladoria-Geral da União",Fabiano Silveira,2016-05-12,2016-05-30,,,,UNAFFILIATED,https://repositorio.cgu.gov.br/bitstream/1/34422/10/V8.n13_Importancia.pdf,2016-12,"Gomes, Revista da CGU 8(13), Table 3 p464 and historical membership index pp471-472 explicitly report no affiliation for the 2003-2016 period; direct study of official records, LAI and biographical data.",high,
michel_temer,michel_temer:0:56,temer,Gabinete de Segurança Institucional,Sérgio Etchegoyen,2016-05-12,2018-12-31,,,,UNAFFILIATED,https://www.diap.org.br/index.php/publicacoes/send/61-boletim-do-diap/892-boletim-do-diap-numero-299-maio-de-2016,2016-05/2016-06,Contemporaneous DIAP cabinet directory explicitly identifies no party.,high,
