source_page_id,source_record_id,government_id,office,person,appointment_start,appointment_end,raw_party_field,previous_assignment,appointment_party,resolution_status,evidence_source,evidence_date,evidence_note,confidence,notes
jair_bolsonaro,jair_bolsonaro:0:49,bolsonaro,Ministério da Infraestrutura,Tarcísio de Freitas,2019-01-01,2022-03-31,Republicanos,Republicanos,,UNRESOLVED,,,Appointment-date affiliation not yet established by dated evidence.,unresolved,
jair_bolsonaro,jair_bolsonaro:0:12,bolsonaro,Ministério da Justiça e Segurança Pública,Sergio Moro,2019-01-01,2020-04-24,—,UNAFFILIATED (no_party_code),,UNAFFILIATED,https://www.diariodepernambuco.com.br/noticia/politica/2018/11/proximos-cinco-dias-sao-decisivos-para-jair-bolsonaro-definir-ministro.html,2018-11-26,Dated incoming-cabinet roster explicitly identifies the announced office-holder as unaffiliated.,medium,
jair_bolsonaro,jair_bolsonaro:0:63,bolsonaro,"Ministério da Mulher, da Família e dos Direitos Humanos",Damares Alves,2019-01-01,2022-03-30,PP / Republicanos,UNRESOLVED (contributed no party),PP,PARTY,https://ultimosegundo.ig.com.br/politica/2020-08-26/pp-convida-damares-alves-para-se-candidatar-a-senadora-pelo-partido.html,2020-08-26,"Dated reporting expressly establishes continuous PP affiliation since 1995, covering January 2019 appointment.",high,"Continuity evidence, not inference from the later Republicanos candidacy; PP remains for this whole appointment."
jair_bolsonaro,jair_bolsonaro:0:25,bolsonaro,Ministério da Saúde,Luiz Henrique Mandetta,2019-01-01,2020-04-16,DEM,DEM,DEM,PARTY,https://www.diariodepernambuco.com.br/noticia/politica/2018/11/proximos-cinco-dias-sao-decisivos-para-jair-bolsonaro-definir-ministro.html,2018-11-26,Dated incoming-cabinet roster explicitly identifies DEM.,medium,
jair_bolsonaro,jair_bolsonaro:0:21,bolsonaro,Ministério das Relações Exteriores,Ernesto Araújo,2019-01-01,2021-03-29,—,UNAFFILIATED (no_party_code),,UNAFFILIATED,https://www.diariodepernambuco.com.br/noticia/politica/2018/11/proximos-cinco-dias-sao-decisivos-para-jair-bolsonaro-definir-ministro.html,2018-11-26,Dated incoming-cabinet roster explicitly identifies the announced office-holder as unaffiliated.,medium,
jair_bolsonaro,jair_bolsonaro:0:61,bolsonaro,Ministério de Minas e Energia,Bento Albuquerque,2019-01-01,2022-05-11,—,UNAFFILIATED (no_party_code),,UNRESOLVED,,,Appointment-date affiliation not yet established by dated evidence.,unresolved,
jair_bolsonaro,jair_bolsonaro:0:51,bolsonaro,Ministério do Desenvolvimento Regional,Gustavo Canuto,2019-01-01,2020-02-11,—,UNAFFILIATED (no_party_code),,UNAFFILIATED,https://rr.pt/especial/mundo/2018/12/31/quem-e-quem-no-governo-de-jair-bolsonaro/135592/,2018-12-31,Profile published the day before inauguration explicitly says Canuto has no party affiliation.,high,
jair_bolsonaro,jair_bolsonaro:0:65,bolsonaro,Ministério do Meio Ambiente,Ricardo Salles,2019-01-01,2021-06-23,NOVO,NOVO,NOVO,PARTY,https://exame.com/brasil/futuro-ministro-ricardo-salles-e-condenado-por-improbidade-administrativa/,2018-12-20,Contemporaneous Estadão report explicitly identifies incoming minister Ricardo Salles as Novo.,high,Subsequent expulsion does not end NOVO contribution until the appointment ends.
jair_bolsonaro,jair_bolsonaro:0:58,bolsonaro,Ministério do Turismo,Marcelo Álvaro Antônio,2019-01-01,2020-12-09,PSL,PSL,PSL,PARTY,https://rr.pt/especial/mundo/2018/12/31/quem-e-quem-no-governo-de-jair-bolsonaro/135592/,2018-12-31,Inauguration-eve profile records Marcelo Álvaro Antônio entering PSL during 2018.,high,
jair_bolsonaro,jair_bolsonaro:0:45,bolsonaro,Secretaria de Governo,Carlos Alberto dos Santos Cruz,2019-01-01,2019-06-13,—,UNAFFILIATED (no_party_code),,UNRESOLVED,,,Appointment-date affiliation not yet established by dated evidence.,unresolved,
jair_bolsonaro,jair_bolsonaro:0:33,bolsonaro,Secretaria-Geral da Presidência da República,Gustavo Bebianno,2019-01-01,2019-02-18,PSL,PSL,PSL,PARTY,https://www.diariodepernambuco.com.br/noticia/politica/2018/11/proximos-cinco-dias-sao-decisivos-para-jair-bolsonaro-definir-ministro.html,2018-11-26,Dated incoming-cabinet roster explicitly identifies PSL.,medium,
jair_bolsonaro,jair_bolsonaro:0:34,bolsonaro,Secretaria-Geral da Presidência da República,Floriano Peixoto Vieira Neto,2019-02-18,2019-06-20,—,UNAFFILIATED (no_party_code),,UNRESOLVED,,,Appointment-date affiliation not yet established by dated evidence.,unresolved,
jair_bolsonaro,jair_bolsonaro:0:40,bolsonaro,Ministério da Educação,Abraham Weintraub,2019-04-08,2020-06-20,—,UNAFFILIATED (no_party_code),,UNAFFILIATED,https://exame.com/brasil/aluno-de-olavo-de-carvalho-abraham-weintraub-promete-gestao-tecnica/,2019-04-08,Weintraub directly states on his appointment-announcement date that he is not affiliated with any political party.,high,
jair_bolsonaro,jair_bolsonaro:0:46,bolsonaro,Secretaria de Governo,Luiz Eduardo Ramos,2019-06-13,2021-03-29,—,UNAFFILIATED (no_party_code),,UNRESOLVED,,,Appointment-date affiliation not yet established by dated evidence.,unresolved,
jair_bolsonaro,jair_bolsonaro:0:35,bolsonaro,Secretaria-Geral da Presidência da República,Jorge Oliveira,2019-06-21,2020-12-31,—,UNAFFILIATED (no_party_code),,UNRESOLVED,,,Appointment-date affiliation not yet established by dated evidence.,unresolved,
jair_bolsonaro,jair_bolsonaro:0:52,bolsonaro,Ministério do Desenvolvimento Regional,Rogério Marinho,2020-02-11,2022-03-31,PSDB / PL,PSDB,PSDB,PARTY,https://saibamais.jor.br/2020/02/alvo-de-5-inqueritos-novo-ministro-de-bolsonaro-quer-corrigir-desigualdades-regionais/,2020-02-11,Contemporaneous appointment report identifies Marinho as PSDB.,high,Later PSDB departure and PL entry do not change this appointment origin.
jair_bolsonaro,jair_bolsonaro:0:2,bolsonaro,Casa Civil,Walter Braga Netto,2020-02-18,2021-03-29,—,UNAFFILIATED (no_party_code),,UNAFFILIATED,https://diariodonordeste.verdesmares.com.br/pontopoder/eleicoes-2022/vice-de-bolsonaro-braga-netto-e-militar-da-reserva-conheca-trajetoria-1.3294579 | https://exame.com/brasil/eleicoes-2022-braga-netto-se-filia-ao-pl-em-ato-secreto/,2022-10-28 | 2022-04-14,"Biographical reporting explicitly says first party membership occurred in 2022; Estadão establishes PL membership from March 28, 2022.",high,Neither February 2020 nor March 2021 appointment began under PL.
jair_bolsonaro,jair_bolsonaro:0:55,bolsonaro,Ministério da Cidadania,Onyx Lorenzoni,2020-02-18,2021-02-12,DEM,DEM,,UNRESOLVED,,,Appointment-date affiliation not yet established by dated evidence.,unresolved,
jair_bolsonaro,jair_bolsonaro:0:26,bolsonaro,Ministério da Saúde,Nelson Teich,2020-04-17,2020-05-15,—,UNAFFILIATED (no_party_code),,UNAFFILIATED,"https://www.terra.com.br/noticias/brasil/quem-e-e-o-que-pensa-nelson-teich-o-novo-ministro-da-saude,bd8bc38ab1d009dc096721a9a09e3d09p4j4kctd.html",2020-04-17,Deutsche Welle profile published on inauguration date explicitly states Teich is not affiliated with a political party.,high,
jair_bolsonaro,jair_bolsonaro:0:30,bolsonaro,Advocacia-Geral da União,José Levi Mello,2020-04-29,2021-03-29,—,UNAFFILIATED (no_party_code),,UNRESOLVED,,,Appointment-date affiliation not yet established by dated evidence.,unresolved,
jair_bolsonaro,jair_bolsonaro:0:13,bolsonaro,Ministério da Justiça e Segurança Pública,André Mendonça,2020-04-29,2021-03-29,—,UNAFFILIATED (no_party_code),,UNRESOLVED,,,Appointment-date affiliation not yet established by dated evidence.,unresolved,
jair_bolsonaro,jair_bolsonaro:0:27,bolsonaro,Ministério da Saúde,Eduardo Pazuello,2020-05-16,2021-03-23,—,UNAFFILIATED (no_party_code),,UNRESOLVED,,,Appointment-date affiliation not yet established by dated evidence.,unresolved,
jair_bolsonaro,jair_bolsonaro:0:10,bolsonaro,Ministério das Comunicações,Fábio Faria,2020-06-17,2022-12-21,PSD / PP,PSD,PSD,PARTY,https://www2.camara.leg.br/legin/int/atoprt_sn/2020/atodopresidente-58200-2-julho-2020-790386-publicacaooriginal-160997-cd-presi.html,2020-07-02,"Official Câmara act identifies Fábio Faria as PSD and records ministerial leave effective June 17, 2020.",high,Later PP membership is ignored for this appointment.
jair_bolsonaro,jair_bolsonaro:0:41,bolsonaro,Ministério da Educação,Carlos Decotelli,2020-06-25,2020-06-30,—,UNAFFILIATED (no_party_code),,UNRESOLVED,https://pesquisa.in.gov.br/imprensa/servlet/INPDFViewer?captchafield=firstAccess&data=01%2F07%2F2020&jornal=529&pagina=1,2020-07-01,Official decree dated June 30 annuls the June 25 appointment; Decotelli never took office.,unresolved,"EXCLUDE_NON_ENTRY: not an active appointment. Must be removed by separately evidenced source-record correction, not converted to unaffiliated."
jair_bolsonaro,jair_bolsonaro:0:43,bolsonaro,Ministério da Educação,Milton Ribeiro,2020-07-16,2022-03-28,—,UNAFFILIATED (no_party_code),,UNRESOLVED,,,Appointment-date affiliation not yet established by dated evidence.,unresolved,
jair_bolsonaro,jair_bolsonaro:0:36,bolsonaro,Secretaria-Geral da Presidência da República,Pedro Cesar Sousa,2020-10-07,2021-02-12,—,UNAFFILIATED (no_party_code),,UNRESOLVED,,,Appointment-date affiliation not yet established by dated evidence.,unresolved,
jair_bolsonaro,jair_bolsonaro:0:59,bolsonaro,Ministério do Turismo,Gilson Machado Neto,2020-12-09,2022-03-30,PSC / PL,PSC (2020-12-09..2022-03-29); PL (2022-03-30),PSC,PARTY,https://veja.abril.com.br/coluna/radar/por-que-gilson-machado-so-vai-para-o-pl-se-bolsonaro-mandar/,2022-01-07,Explicit continuity statement: Gilson affiliated with PSC since 2020 and had not moved by January 2022.,high,Later PL entry on final appointment day does not change the frozen PSC party.
jair_bolsonaro,jair_bolsonaro:0:56,bolsonaro,Ministério da Cidadania,João Roma,2021-02-12,2022-03-31,REP / PL,Republicanos,Republicanos,PARTY,https://jc.uol.com.br/politica/2021/02/12029749-bolsonaro-nomeia-deputado-joao-roma-para-o-ministerio-da-cidadania.html,2021-02-12,Agência Brasil report of appointment identifies João Roma as Republicanos.,high,
jair_bolsonaro,jair_bolsonaro:0:37,bolsonaro,Secretaria-Geral da Presidência da República,Onyx Lorenzoni,2021-02-12,2021-07-28,DEM,DEM,DEM,PARTY,https://jc.uol.com.br/politica/2021/02/12029749-bolsonaro-nomeia-deputado-joao-roma-para-o-ministerio-da-cidadania.html,2021-02-12,Agência Brasil report identifies Onyx as DEM when appointed to the Secretariat-General.,high,
jair_bolsonaro,jair_bolsonaro:0:31,bolsonaro,Advocacia-Geral da União,André Mendonça,2021-03-20,2021-08-06,—,UNAFFILIATED (no_party_code),,UNRESOLVED,,,Appointment-date affiliation not yet established by dated evidence.,unresolved,
jair_bolsonaro,jair_bolsonaro:0:47,bolsonaro,Secretaria de Governo,Flávia Arruda,2021-03-20,2022-03-31,PL,PL,,UNRESOLVED,,,Appointment-date affiliation not yet established by dated evidence.,unresolved,
jair_bolsonaro,jair_bolsonaro:0:28,bolsonaro,Ministério da Saúde,Marcelo Queiroga,2021-03-23,2023-01-01,—,UNAFFILIATED (no_party_code),,UNAFFILIATED,https://noticias.uol.com.br/ultimas-noticias/agencia-estado/2021/03/20/novo-ministro-da-saude-teve-passagem-relampago-pelo-republicanos-do-centrao.htm,2021-03-20,"Estadão records Republicanos departure at his request on January 5, 2021, confirmed by party leader Hugo Motta before appointment.",high,Report explicitly resolves outdated TSE listing; March 2020 Republicanos membership does not extend to March 2021 appointment.
jair_bolsonaro,jair_bolsonaro:0:3,bolsonaro,Casa Civil,Luiz Eduardo Ramos,2021-03-29,2021-07-28,—,UNAFFILIATED (no_party_code),,UNRESOLVED,,,Appointment-date affiliation not yet established by dated evidence.,unresolved,
jair_bolsonaro,jair_bolsonaro:0:19,bolsonaro,Ministério da Defesa,Walter Braga Netto,2021-03-29,2022-04-01,PL,PL,,UNAFFILIATED,https://diariodonordeste.verdesmares.com.br/pontopoder/eleicoes-2022/vice-de-bolsonaro-braga-netto-e-militar-da-reserva-conheca-trajetoria-1.3294579 | https://exame.com/brasil/eleicoes-2022-braga-netto-se-filia-ao-pl-em-ato-secreto/,2022-10-28 | 2022-04-14,"Biographical reporting explicitly says first party membership occurred in 2022; Estadão establishes PL membership from March 28, 2022.",high,Neither February 2020 nor March 2021 appointment began under PL.
jair_bolsonaro,jair_bolsonaro:0:14,bolsonaro,Ministério da Justiça e Segurança Pública,Anderson Torres,2021-03-29,2023-01-01,PSL / UNIÃO,PSL,,UNAFFILIATED,https://www.correiobraziliense.com.br/politica/2021/05/4921557-a-cpi-vai-investigar-o-que-exatamente--questiona-ministro-da-justica.html | https://www.cnnbrasil.com.br/politica/em-audiencia-de-custodia-torres-diz-que-jamais-questionou-resultado-de-eleicoes/,2021-05 | 2023-01-23,In May 2021 Torres explicitly denied the PSL affiliation report and said he proved nonaffiliation to electoral justice; January 2023 custody testimony says never party-affiliated.,high,"Contemporaneous April 3 PSL affiliation reports were explicitly rebutted by subject with electoral-record claim; later União label also denied in Senate testimony August 8, 2023. Source appointment date March 29 conflicts with confirmed March 30 inauguration; date correction separately flagged."
jair_bolsonaro,jair_bolsonaro:0:22,bolsonaro,Ministério das Relações Exteriores,Carlos França,2021-04-06,2023-01-01,—,UNAFFILIATED (no_party_code),,UNRESOLVED,,,Appointment-date affiliation not yet established by dated evidence.,unresolved,
jair_bolsonaro,jair_bolsonaro:0:66,bolsonaro,Ministério do Meio Ambiente,Joaquim Alvaro Pereira Leite,2021-06-23,2023-01-01,—,UNAFFILIATED (no_party_code),,UNRESOLVED,,,Appointment-date affiliation not yet established by dated evidence.,unresolved,
jair_bolsonaro,jair_bolsonaro:0:38,bolsonaro,Secretaria-Geral da Presidência da República,Luiz Eduardo Ramos,2021-07-28,2023-01-01,—,UNAFFILIATED (no_party_code),,UNRESOLVED,,,Appointment-date affiliation not yet established by dated evidence.,unresolved,
jair_bolsonaro,jair_bolsonaro:0:4,bolsonaro,Casa Civil,Ciro Nogueira,2021-08-04,2023-01-01,PP,PP,,UNRESOLVED,,,Appointment-date affiliation not yet established by dated evidence.,unresolved,
jair_bolsonaro,jair_bolsonaro:0:32,bolsonaro,Advocacia-Geral da União,Bruno Bianco Leal,2021-08-06,2023-01-01,,UNAFFILIATED (no_party_code),,UNRESOLVED,,,Appointment-date affiliation not yet established by dated evidence.,unresolved,
jair_bolsonaro,jair_bolsonaro:0:44,bolsonaro,Ministério da Educação,Victor Godoy Veiga,2022-03-29,2023-01-01,—,UNAFFILIATED (no_party_code),,UNRESOLVED,,,Appointment-date affiliation not yet established by dated evidence.,unresolved,
jair_bolsonaro,jair_bolsonaro:0:64,bolsonaro,"Ministério da Mulher, da Família e dos Direitos Humanos",Cristiane Britto,2022-03-30,2023-01-01,Republicanos,Republicanos,Republicanos,PARTY,http://www.polibiobraga.com.br/arko.pdf,2022-04-07,"Arko Advice contemporaneous April reform report, page 11, explicitly labels incoming Cristiane Britto as Republicanos.",medium,
jair_bolsonaro,jair_bolsonaro:0:16,bolsonaro,"Ministério da Agricultura, Pecuária e Abastecimento",Marcos Montes,2022-03-31,2023-01-01,PSD,PSD,PSD,PARTY,http://www.polibiobraga.com.br/arko.pdf,2022-04-07,"Arko Advice contemporaneous April reform report, page 10, explicitly labels incoming Marcos Montes as PSD.",medium,
jair_bolsonaro,jair_bolsonaro:0:57,bolsonaro,Ministério da Cidadania,Ronaldo Vieira Bento,2022-03-31,2023-01-01,—,UNAFFILIATED (no_party_code),,UNAFFILIATED,http://www.polibiobraga.com.br/arko.pdf,2022-04-07,"Arko Advice contemporaneous April reform report, page 10, explicitly labels incoming office-holder unaffiliated.",medium,
jair_bolsonaro,jair_bolsonaro:0:9,bolsonaro,"Ministério da Ciência, Tecnologia e Inovações",Paulo César Alvim,2022-03-31,2023-01-01,—,UNAFFILIATED (no_party_code),,UNAFFILIATED,http://www.polibiobraga.com.br/arko.pdf,2022-04-07,"Arko Advice contemporaneous April reform report, page 10, explicitly labels incoming office-holder unaffiliated.",medium,
jair_bolsonaro,jair_bolsonaro:0:50,bolsonaro,Ministério da Infraestrutura,Marcelo Sampaio,2022-03-31,2023-01-01,—,UNAFFILIATED (no_party_code),,UNAFFILIATED,http://www.polibiobraga.com.br/arko.pdf,2022-04-07,"Arko Advice contemporaneous April reform report, page 11, explicitly labels incoming office-holder unaffiliated.",medium,
jair_bolsonaro,jair_bolsonaro:0:53,bolsonaro,Ministério do Desenvolvimento Regional,Daniel Duarte Ferreira,2022-03-31,2023-01-01,—,UNAFFILIATED (no_party_code),,UNAFFILIATED,http://www.polibiobraga.com.br/arko.pdf,2022-04-07,"Arko Advice contemporaneous April reform report, page 10, explicitly labels incoming office-holder unaffiliated.",medium,
jair_bolsonaro,jair_bolsonaro:0:60,bolsonaro,Ministério do Turismo,Carlos Alberto Gomes de Brito,2022-03-31,2023-01-01,—,UNAFFILIATED (no_party_code),,UNAFFILIATED,http://www.polibiobraga.com.br/arko.pdf,2022-04-07,"Arko Advice contemporaneous April reform report, page 11, explicitly labels incoming office-holder unaffiliated.",medium,
jair_bolsonaro,jair_bolsonaro:0:48,bolsonaro,Secretaria de Governo,Célio Faria Júnior,2022-03-31,2023-01-01,—,UNAFFILIATED (no_party_code),,UNAFFILIATED,http://www.polibiobraga.com.br/arko.pdf,2022-04-07,"Arko Advice contemporaneous April reform report, page 11, explicitly labels incoming office-holder unaffiliated.",medium,
jair_bolsonaro,jair_bolsonaro:0:20,bolsonaro,Ministério da Defesa,Paulo Sérgio Nogueira de Oliveira,2022-04-01,2023-01-01,—,UNAFFILIATED (no_party_code),,UNAFFILIATED,http://www.polibiobraga.com.br/arko.pdf,2022-04-07,"Arko Advice contemporaneous April reform report, page 10, explicitly labels incoming office-holder unaffiliated.",medium,
jair_bolsonaro,jair_bolsonaro:0:62,bolsonaro,Ministério de Minas e Energia,Adolfo Sachsida,2022-05-11,2023-01-01,,UNAFFILIATED (no_party_code),,UNRESOLVED,https://noticias.uol.com.br/ultimas-noticias/agencia-estado/2017/11/07/um-conselheiro-de-jair-bolsonaro.htm | https://www.teoriaepesquisa.ufscar.br/index.php/tp/article/download/1033/653/2612,2017-11-07 | 2024,Confirmed DEM affiliation in 2017; later academic table calls him DEM in 2022 after merger. No verified departure or successor continuity at May 2022 appointment.,unresolved,Cannot infer unaffiliation from blank raw source; cannot back-project old DEM label after organization ceased.
jair_bolsonaro,jair_bolsonaro:0:11,bolsonaro,Ministério das Comunicações,Maria Estella Dantas,2022-12-21,2023-01-01,,UNAFFILIATED (no_party_code),,UNRESOLVED,,,Appointment-date affiliation not yet established by dated evidence.,unresolved,
